timestamp,device_id,device_role,alarm_id,alarm_name,severity,alarm_type,raise_or_clear,is_fault_episode,episode_id
2026-01-26 22:44:41.257517,ACCESS-078,access,0x00F10243,hwEmdiRtpLrOverThreshold,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-26 22:59:13.403577,CORE-007,core,0x09E02000,hwBaseSocAttackTrap,Warning,equipmentAlarm,Raise,False,
2026-01-26 23:05:08.492313,ACCESS-053,access,0x00F10167,OSPFV3_ROUTE_BE_DEL_BY_PURGE_EXACT,Critical,qualityOfServiceAlarm,Clear,False,
2026-01-26 23:15:30.397689,EDGE-012,edge,0x00F10440,hwWarrantyExpired,Major,qualityOfServiceAlarm,Clear,False,
2026-01-26 23:17:34.689458,ACCESS-031,access,0x00F1006C,hwPtpPktLos,Major,equipmentAlarm,Raise,False,
2026-01-26 23:30:00.589449,ACCESS-031,access,0x08012192,hwDownMicroSwitchOpen,Minor,equipmentAlarm,Raise,False,
2026-01-26 23:37:35.492862,ACCESS-078,access,0x00F102A4,hwGtlFeatureFunInactive,Major,qualityOfServiceAlarm,Raise,False,
2026-01-26 23:46:07.521259,EDGE-025,edge,0x09AF000C,hwPtpFrequencyLockResume,Major,equipmentAlarm,Clear,False,
2026-01-26 23:47:32.736990,CORE-004,core,0x080121F1,hwIOSwitchOneAlarm,Major,equipmentAlarm,Raise,False,
2026-01-26 23:53:28.536996,EDGE-018,edge,0x00F103E3,hwEvpnStickyMacConflict,Major,equipmentAlarm,Raise,True,EP-0757
2026-01-26 23:59:25.011796,CORE-006,core,0x09E02000,hwBaseSocAttackTrap,Warning,equipmentAlarm,Clear,False,
2026-01-27 00:03:39.160452,ACCESS-078,access,0x00F1FF1E,hwXQoSBgpFlowspecDestinationCommunityOverAlarm,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-27 00:04:04.991648,CORE-004,core,0x0945200C,hwPortDownHoldTimeFlappingResume,Major,qualityOfServiceAlarm,Clear,False,
2026-01-27 00:06:17.774785,ACCESS-061,access,0x0D300004,hwSystemConfigError,Major,equipmentAlarm,Raise,False,
2026-01-27 00:06:33.026553,CORE-004,core,0x00F10239,hwPackageDamagedAlarm,Major,environmentalAlarm,Raise,False,
2026-01-27 00:08:38.330781,ACCESS-078,access,0x00F100AC,hwY1731TunnelNonSupport,Minor,qualityOfServiceAlarm,Clear,False,
2026-01-27 00:15:30.444770,ACCESS-080,access,0x00F10230,hwVllVpnQosOverTunnelAlarm,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-27 00:17:13.078162,EDGE-011,edge,0x09360002,hwLacpPartialLinkLoss,Major,communicationsAlarm,Clear,False,
2026-01-27 00:27:08.837984,ACCESS-053,access,0x00F102C7,ospfv3RouteLoopDetected,Critical,communicationsAlarm,Clear,False,
2026-01-27 00:28:31.156516,CORE-007,core,0x00F101BA,hwPortPhysicalRateDegradeAlarm,Major,environmentalAlarm,Raise,True,EP-1083
2026-01-27 00:33:50.884992,ACCESS-092,access,0x00F1005F,TWAMP_TWOWAY_JITTER,Warning,qualityOfServiceAlarm,Clear,False,
2026-01-27 00:34:13.607757,ACCESS-053,access,0x00F10317,hwSrPolicyResourceTotalCountExceed,Major,communicationsAlarm,Raise,False,
2026-01-27 00:34:46.439449,ACCESS-031,access,0x00F104FA,hwL3ucBoardNotSupportAPN6,Warning,equipmentAlarm,Clear,False,
2026-01-27 00:43:34.821023,EDGE-024,edge,0x08532008,hwExtAllMemberDownNotify,Minor,communicationsAlarm,Raise,False,
2026-01-27 00:44:46.819172,ACCESS-092,access,0x00F104CB,hwMgmdBoardLimitThresholdExceed,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-27 00:45:34.834221,CORE-007,core,0x00F102CE,hwBfdSessFaultDown,Major,communicationsAlarm,Raise,False,
2026-01-27 00:48:08.218387,ACCESS-053,access,0x00F100CD,hwIPSecPkiHttpGetCertSuccess,Major,communicationsAlarm,Clear,False,
2026-01-27 00:52:03.801717,ACCESS-078,access,0x00F1046C,TWAMP_CONTROL_EXCEED,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-27 00:55:46.305861,ACCESS-116,access,0x081300BA,hwPhysicalPortCrcPacketErrorRatio,Critical,processingErrorAlarm,Clear,False,
2026-01-27 01:03:23.203787,ACCESS-104,access,0x00F1FF72,hwL3ucBoardNotSupportFunction,Warning,equipmentAlarm,Clear,False,
2026-01-27 01:10:22.535386,ACCESS-084,access,0x08130099,hwEntityCommunicateError,Critical,equipmentAlarm,Raise,False,
2026-01-27 01:27:07.506304,EDGE-018,edge,0x00F103E3,hwEvpnStickyMacConflict,Major,equipmentAlarm,Clear,True,EP-0757
2026-01-27 01:29:43.459809,ACCESS-053,access,0x00F102D0,hwMgmdIfThresholdExceed,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-27 01:35:51.877461,EDGE-019,edge,0x09590009,hwBaseSecurityMaDiscardedRateRising,Warning,environmentalAlarm,Raise,False,
2026-01-27 01:36:14.710452,EDGE-019,edge,0x00F1053C,MINISYSTEM_CONFIG_RECOVERY,Major,equipmentAlarm,Raise,False,
2026-01-27 01:39:15.287846,EDGE-025,edge,0x00F10146,hwIPSecHotStandbyWithoutDpd,Major,communicationsAlarm,Clear,False,
2026-01-27 01:39:48.722312,ACCESS-078,access,0x00010056,hwMplsOamLoss,Critical,communicationsAlarm,Raise,False,
2026-01-27 01:42:02.075030,CORE-001,core,0x08130090,hwB1TcaAlarm,Minor,communicationsAlarm,Clear,False,
2026-01-27 01:47:27.212068,ACCESS-061,access,0x0801214C,hwRATEOFTRAFFICRising,Warning,equipmentAlarm,Raise,False,
2026-01-27 01:52:56.365786,ACCESS-061,access,0x00F101FB,hwFlexEPhyGroupMismatch,Major,equipmentAlarm,Raise,False,
2026-01-27 01:55:09.320672,ACCESS-061,access,0x080121D5,hwBoardResetByCmd,Minor,equipmentAlarm,Raise,False,
2026-01-27 01:59:52.467893,ACCESS-051,access,0x00F1FF83,hwBfdSessCreateFail,Minor,communicationsAlarm,Raise,False,
2026-01-27 02:03:10.889246,ACCESS-031,access,0x08130055,hwEntityInvalid,Critical,equipmentAlarm,Clear,False,
2026-01-27 02:03:54.621825,EDGE-019,edge,0x08130055,hwEntityInvalid,Critical,equipmentAlarm,Raise,False,
2026-01-27 02:09:23.124753,ACCESS-113,access,0x7012200F,hwPublicIpv6PrefixExceedClear,Major,qualityOfServiceAlarm,Clear,False,
2026-01-27 02:12:25.156965,EDGE-030,edge,0x00F1FF19,hwXQoSBgpFlowspecDestinationOriginAsOverIPv6AlarmClear,Warning,qualityOfServiceAlarm,Clear,False,
2026-01-27 02:21:55.273634,ACCESS-114,access,0x0AD92000,LPT_CFG_CLOSEPORT,Major,equipmentAlarm,Raise,False,
2026-01-27 02:28:18.106586,ACCESS-078,access,0x09490026,hwRroolAlarm,Critical,communicationsAlarm,Raise,True,EP-1740
2026-01-27 02:31:04.590068,EDGE-014,edge,0x00F10021,hwMplsResourceTotalCountExceed,Major,qualityOfServiceAlarm,Raise,False,
2026-01-27 02:31:12.680257,EDGE-019,edge,0x08012091,hwOpticalTunableNotMatch,Warning,equipmentAlarm,Raise,False,
2026-01-27 02:34:46.206577,EDGE-019,edge,0x08590002,hwEthernetARPMACIPConflict,Major,environmentalAlarm,Clear,False,
2026-01-27 02:49:01.513618,ACCESS-031,access,0x00F10125,hwIPsecSessionExhaustAlarm,Major,equipmentAlarm,Raise,True,EP-0543
2026-01-27 02:51:33.125693,CORE-007,core,0x00F1FE04,hwBgpUpgPeerSwitchTimeoutClear,Major,communicationsAlarm,Clear,False,
2026-01-27 02:51:57.718714,CORE-007,core,0x00010053,hwMplsOamFDI,Major,communicationsAlarm,Clear,False,
2026-01-27 02:53:31.630644,EDGE-025,edge,0x00F10471,hwDcnInterfaceSessionThreshold,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-27 02:55:47.490891,CORE-007,core,0x00F102DB,hwNPDomainDropCauseCntNumabruptlyIncrease,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-27 03:00:03.357073,ACCESS-053,access,0x00F101FA,hwAisAlarmResume,Major,communicationsAlarm,Clear,False,
2026-01-27 03:15:42.828760,EDGE-029,edge,0x00F1010B,hwGtlResourceLack,Major,qualityOfServiceAlarm,Raise,False,
2026-01-27 03:18:43.571729,ACCESS-053,access,0x08792086,hwBgpUnnumberedBackwardTransition,Major,communicationsAlarm,Clear,False,
2026-01-27 03:59:45.964722,ACCESS-053,access,0x00F10170,OSPFV3_3RD_ROUTE_BE_DEL_BY_PURGE,Major,qualityOfServiceAlarm,Clear,False,
2026-01-27 04:03:50.593401,CORE-007,core,0x00F103E4,hwBgpSidLabelConflict,Minor,communicationsAlarm,Clear,False,
2026-01-27 04:10:26.223546,ACCESS-108,access,0x00010002,hwWholeFwdResThresholdExceed,Warning,qualityOfServiceAlarm,Clear,False,
2026-01-27 04:22:20.528285,ACCESS-049,access,0x0001005C,hwMplsOamSF,Major,communicationsAlarm,Clear,False,
2026-01-27 04:22:58.277935,ACCESS-101,access,0x09492072,hwVrfiAlarm,Minor,communicationsAlarm,Clear,False,
2026-01-27 04:26:30.498546,EDGE-025,edge,0x083B2000,hwRpkiSessionROAExceed,Major,communicationsAlarm,Clear,False,
2026-01-27 04:27:06.248160,CORE-007,core,0x08902009,ospfVirtNbrStateChange,Minor,communicationsAlarm,Raise,False,
2026-01-27 04:27:08.122408,ACCESS-053,access,0x00F100C1,hwFtpLoginFailed,Minor,qualityOfServiceAlarm,Clear,False,
2026-01-27 04:46:29.980759,EDGE-019,edge,0x00F1053F,hwEvpnQualifyBumTableRes,Major,qualityOfServiceAlarm,Raise,False,
2026-01-27 04:48:04.258387,CORE-007,core,0x00F1FEA5,TWAMP_RESPONDER_ALMOST_EXCEED,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-27 04:51:38.590656,ACCESS-075,access,0x00F1FF09,hwlldpNeighborUnexpectedAlarm,Minor,communicationsAlarm,Raise,False,
2026-01-27 04:52:19.810874,ACCESS-086,access,0x00F1FE00,hwPayloadTypeNotMatch,Major,communicationsAlarm,Clear,False,
2026-01-27 04:52:42.927261,CORE-004,core,0x00F10226,hwFlexEBwReduceAlarm,Major,equipmentAlarm,Raise,False,
2026-01-27 05:21:10.413876,ACCESS-114,access,0x00F1006C,hwPtpPktLos,Major,equipmentAlarm,Raise,False,
2026-01-27 05:28:51.282068,ACCESS-075,access,0x00F10396,SRV6_LOCAL_SID_ROUTE_CONFLICT,Warning,communicationsAlarm,Clear,False,
2026-01-27 05:30:14.045285,ACCESS-103,access,0x00F1FFEC,hwCGNUnrImportExhaust,Major,communicationsAlarm,Raise,False,
2026-01-27 05:31:20.368278,ACCESS-053,access,0x09AC000E,RDI,Minor,communicationsAlarm,Raise,False,
2026-01-27 05:34:54.677372,EDGE-019,edge,0x00F10239,hwPackageDamagedAlarm,Major,environmentalAlarm,Raise,False,
2026-01-27 05:40:38.296782,ACCESS-084,access,0x00F101FB,hwFlexEPhyGroupMismatch,Major,equipmentAlarm,Clear,False,
2026-01-27 05:42:43.600409,CORE-001,core,0x095E2077,hwFwdComponentSmoothFailed,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-27 05:52:26.268993,ACCESS-113,access,0x00010055,hwMplsOamLocalLock,Minor,communicationsAlarm,Clear,False,
2026-01-27 05:52:44.563163,ACCESS-078,access,0x09490026,hwRroolAlarm,Critical,communicationsAlarm,Clear,True,EP-1740
2026-01-27 05:59:43.341033,ACCESS-053,access,0x00F104FB,hwospfv3LinkCostAdjustment,Major,communicationsAlarm,Clear,False,
2026-01-27 06:00:16.353028,ACCESS-084,access,0x0AE9205A,hwBasUnrImportRouteReachThreshold,Major,equipmentAlarm,Raise,False,
2026-01-27 06:03:34.956049,ACCESS-061,access,0x0801214C,hwRATEOFTRAFFICRising,Warning,equipmentAlarm,Raise,False,
2026-01-27 06:06:36.216753,ACCESS-053,access,0x09AC2023,ETH_CFM_AISEXCEEDMAXPKTNUM,Warning,communicationsAlarm,Clear,False,
2026-01-27 06:20:09.779689,ACCESS-061,access,0x00F103A0,hwPtpPortPtsfResume,Minor,equipmentAlarm,Clear,False,
2026-01-27 06:22:41.182206,ACCESS-112,access,0x00F10044,hwMplsDynamicLabelThresholdExceedClear,Warning,communicationsAlarm,Clear,False,
2026-01-27 06:24:46.820388,CORE-001,core,0x0AE9205A,hwBasUnrImportRouteReachThreshold,Major,equipmentAlarm,Raise,False,
2026-01-27 06:30:57.560798,CORE-007,core,0x00F10096,isisLspSeqMaxReach,Critical,communicationsAlarm,Raise,True,EP-1973
2026-01-27 06:32:21.224419,ACCESS-061,access,0x09AF000C,hwPtpFrequencyLockResume,Major,equipmentAlarm,Clear,False,
2026-01-27 06:33:12.098172,ACCESS-084,access,0x08130098,hwEntityRemove,Critical,equipmentAlarm,Clear,False,
2026-01-27 06:44:05.114422,CORE-007,core,0x00F10556,hwVsuTxFlowFallAlarm,Major,communicationsAlarm,Clear,False,
2026-01-27 06:47:16.425106,EDGE-016,edge,0x00F100A2,hwIpfpmMultiOneDelayExceed,Minor,qualityOfServiceAlarm,Raise,False,
2026-01-27 06:53:00.872538,EDGE-025,edge,0x00F10059,hwCGNSpecificIpExhaustBoardAlarm,Major,communicationsAlarm,Clear,False,
2026-01-27 06:56:03.808476,ACCESS-053,access,0x0813007F,hwLrdiAlarm,Minor,communicationsAlarm,Clear,False,
2026-01-27 06:58:56.690647,EDGE-019,edge,0x00F10062,hwPtpStandardTimeOffsetOver,Minor,equipmentAlarm,Raise,False,
2026-01-27 07:05:27.720873,CORE-004,core,0x00F101FB,hwFlexEPhyGroupMismatch,Major,equipmentAlarm,Clear,False,
2026-01-27 07:08:04.734228,ACCESS-053,access,0x0813008B,hwLomAlarm,Major,communicationsAlarm,Clear,False,
2026-01-27 07:08:19.233718,CORE-009,core,0x0F012013,hwCesLosPktExcAlarm,Major,qualityOfServiceAlarm,Raise,False,
2026-01-27 07:12:52.173021,CORE-007,core,0x0001000D,TUNNEL_APS_PATHMISMATCH,Minor,communicationsAlarm,Raise,False,
2026-01-27 07:13:50.793626,ACCESS-071,access,0x0F3A2001,hwRadiusServerGroupUp,Warning,communicationsAlarm,Clear,False,
2026-01-27 07:15:13.490072,CORE-007,core,0x00F10118,hwMflpBdPwResume,Warning,communicationsAlarm,Clear,False,
2026-01-27 07:15:34.269666,ACCESS-084,access,0x00F10297,hwSaidCfcAlarmResume,Major,equipmentAlarm,Clear,False,
2026-01-27 07:18:09.195950,CORE-007,core,0x00F103B9,hwBgpPeerAddrFamilyPerRouteThresholdExceedClear,Major,communicationsAlarm,Clear,False,
2026-01-27 07:19:15.986013,EDGE-019,edge,0x00F1057A,hwL3LoopDetectAlarmVPN,Warning,equipmentAlarm,Clear,False,
2026-01-27 07:22:51.505159,ACCESS-053,access,0x09062030,hwMplsExtTunnelDown,Major,communicationsAlarm,Clear,False,
2026-01-27 07:23:51.977705,CORE-007,core,0x08130086,hwPuneqAlarm,Minor,communicationsAlarm,Raise,False,
2026-01-27 07:34:10.764929,CORE-007,core,0x00F100E9,hwCGNGlobalPoolPreResumeAlarm,Warning,communicationsAlarm,Clear,False,
2026-01-27 07:36:46.957283,EDGE-019,edge,0x08130055,hwEntityInvalid,Critical,equipmentAlarm,Clear,False,
2026-01-27 07:41:20.677662,ACCESS-107,access,0x08790001,hwBgpPeerRouteNumThresholdExceed,Major,communicationsAlarm,Raise,False,
2026-01-27 07:41:27.272517,CORE-001,core,0x00F10385,hwAnomalyPacketLoss,Warning,equipmentAlarm,Raise,False,
2026-01-27 07:44:05.159319,EDGE-025,edge,0x00F1014D,isisThirdPartRouteBeDeletedByPurgeExact,Critical,communicationsAlarm,Raise,False,
2026-01-27 07:44:44.004058,ACCESS-053,access,0x0D30204F,OMUSyncFail,Major,processingErrorAlarm,Raise,True,EP-1500
2026-01-27 07:46:24.536427,CORE-004,core,0x00F1006E,hwClockSsmPktLosResume,Major,equipmentAlarm,Clear,False,
2026-01-27 07:51:44.413021,CORE-007,core,0x00F102AD,hwSidResourceThresholdExceed,Minor,communicationsAlarm,Raise,True,EP-1348
2026-01-27 07:54:48.394620,ACCESS-084,access,0x081320C7,hwRemoteFaultAlarm,Critical,communicationsAlarm,Clear,False,
2026-01-27 07:57:50.644900,ACCESS-084,access,0x08520003,linkDown,Major,equipmentAlarm,Clear,False,
2026-01-27 08:01:20.438208,ACCESS-087,access,0x00F1014F,isisThirdPartRouteBeDeletedByPurge,Major,communicationsAlarm,Clear,False,
2026-01-27 08:02:05.684831,CORE-007,core,0x00F102B7,hwL2mcUserPerGroupThresholdExceedResume,Warning,qualityOfServiceAlarm,Clear,False,
2026-01-27 08:02:10.530596,ACCESS-061,access,0x09AF2078,hwClockFMSwitchResume,Warning,equipmentAlarm,Clear,False,
2026-01-27 08:09:19.810968,ACCESS-061,access,0x00F1FFBC,hwChassisMinorAlarm,Minor,equipmentAlarm,Clear,False,
2026-01-27 08:10:16.269205,ACCESS-087,access,0x00F10316,hwSrPolicyResourceThresholdExceed,Warning,communicationsAlarm,Clear,False,
2026-01-27 08:24:49.321405,EDGE-019,edge,0x00F101E8,hwClockPortNonSupportResume,Warning,equipmentAlarm,Clear,False,
2026-01-27 08:33:54.895259,ACCESS-072,access,0x08622002,hwTunnelGroupDown,Major,qualityOfServiceAlarm,Clear,False,
2026-01-27 08:37:16.466998,EDGE-019,edge,0x00F10225,hwFlexEClientIDMismatch,Major,equipmentAlarm,Raise,False,
2026-01-27 08:42:41.463211,EDGE-025,edge,0x00F1053A,hwGlobalAllocatedPrefixThresholdReachAlarm,Warning,qualityOfServiceAlarm,Clear,False,
2026-01-27 08:43:42.315936,CORE-004,core,0x08130054,hwBoardFail,Critical,equipmentAlarm,Raise,True,EP-0483
2026-01-27 08:51:31.117996,ACCESS-051,access,0x08272004,hwAdminLoginFailed,Minor,qualityOfServiceAlarm,Raise,False,
2026-01-27 08:53:20.153471,ACCESS-085,access,0x00F1FEED,hwNatLogHostDetectUnAvailableAlarm,Major,communicationsAlarm,Clear,False,
2026-01-27 08:56:10.363942,ACCESS-061,access,0x09A1200D,hwLoopDetectWithoutBlockResume,Warning,equipmentAlarm,Clear,False,
2026-01-27 08:58:01.657736,ACCESS-084,access,0x09AF0003,hwClockSourceFreqCheck,Warning,equipmentAlarm,Raise,False,
2026-01-27 09:01:56.679111,ACCESS-087,access,0x0AEC2002,hwPortalServerUp,Warning,communicationsAlarm,Clear,False,
2026-01-27 09:04:52.731236,ACCESS-114,access,0x081300AB,hwVoltFallingAlarm,Critical,environmentalAlarm,Clear,False,
2026-01-27 09:19:38.558218,EDGE-019,edge,0x00F10226,hwFlexEBwReduceAlarm,Major,equipmentAlarm,Raise,False,
2026-01-27 09:33:31.749744,ACCESS-084,access,0x00F10467,hwMplsLdpPeerAddressCountExceed,Warning,communicationsAlarm,Raise,False,
2026-01-27 09:35:42.568668,EDGE-021,edge,0x09AF0014,hwClockCesAcrLockFailResume,Warning,equipmentAlarm,Clear,False,
2026-01-27 09:38:27.220128,ACCESS-061,access,0x0AE92013,hwIPv6AddressExhaustAlarm,Warning,equipmentAlarm,Raise,False,
2026-01-27 09:39:25.857375,ACCESS-084,access,0x00F10355,hwCGNLicenseBandwidthEnhanceResLackResumeAlarm,Major,qualityOfServiceAlarm,Clear,False,
2026-01-27 09:40:25.884175,CORE-004,core,0x08130054,hwBoardFail,Critical,equipmentAlarm,Clear,True,EP-0483
2026-01-27 09:41:56.888135,ACCESS-053,access,0x0D30204F,OMUSyncFail,Major,processingErrorAlarm,Clear,True,EP-1500
2026-01-27 09:45:03.734640,EDGE-019,edge,0x00F1FF84,hwL3ucBoardNotSupportSASLICE,Warning,equipmentAlarm,Raise,True,EP-0589
2026-01-27 09:50:52.961037,EDGE-025,edge,0x00F104B9,hwOpticalAmplifierGainLowResume,Critical,communicationsAlarm,Clear,False,
2026-01-27 09:53:33.200527,CORE-007,core,0x00F103AB,hwXQoSModeChannelOverPortShapAlarm,Major,communicationsAlarm,Raise,False,
2026-01-27 09:57:28.152083,EDGE-025,edge,0x00F103C5,TWAMP_RESPONDER_EXCEED,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-27 10:00:40.676379,ACCESS-034,access,0x00F1FF30,isisSystemIdCfgConflict,Major,communicationsAlarm,Clear,False,
2026-01-27 10:07:04.104682,ACCESS-087,access,0x0879000F,bgpBackwardTransition,Major,communicationsAlarm,Clear,False,
2026-01-27 10:09:48.198283,ACCESS-118,access,0x0CA42012,IFIT_INGRESS_REACH_THRESHOLD,Warning,processingErrorAlarm,Raise,False,
2026-01-27 10:10:17.945196,CORE-001,core,0x00F1FFD6,hwStickyMacConflictResume,Major,equipmentAlarm,Clear,False,
2026-01-27 10:13:51.539455,ACCESS-114,access,0x08152025,CONFIGURATION_SLAVE_NOT_SYN,Major,equipmentAlarm,Clear,False,
2026-01-27 10:13:52.147371,ACCESS-078,access,0x09AF0004,hwClockSourceOutputBelowThreshold,Warning,equipmentAlarm,Raise,False,
2026-01-27 10:16:48.702996,ACCESS-049,access,0x00F103C6,hwDHCP6RelayUsrTblThreshold,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-27 10:18:18.865404,ACCESS-087,access,0x00F1FFF5,hwLacTunnelExceed,Major,communicationsAlarm,Raise,False,
2026-01-27 10:32:46.672009,ACCESS-031,access,0x00F10125,hwIPsecSessionExhaustAlarm,Major,equipmentAlarm,Clear,True,EP-0543
2026-01-27 10:37:55.587681,EDGE-022,edge,0x00F1FE04,hwBgpUpgPeerSwitchTimeoutClear,Major,communicationsAlarm,Clear,False,
2026-01-27 10:47:34.760440,ACCESS-076,access,0x00F10100,hwMplsTunnelBfdPathMismatch,Major,communicationsAlarm,Clear,False,
2026-01-27 10:49:40.574812,CORE-007,core,0x0001004F,mplsTunnelDown,Major,communicationsAlarm,Raise,True,EP-2282
2026-01-27 10:51:24.365551,ACCESS-084,access,0x00F10571,hwHttpsImportedPKICertOverSizedResume,Major,qualityOfServiceAlarm,Clear,False,
2026-01-27 10:51:30.934214,EDGE-027,edge,0x00F10474,hwDhcpv6SnpBindTblExhaust,Major,qualityOfServiceAlarm,Clear,False,
2026-01-27 10:56:06.324281,ACCESS-107,access,0x0000337E,hwL2vpnOamFdi,Minor,communicationsAlarm,Raise,False,
2026-01-27 11:01:13.692360,EDGE-025,edge,0x0FF92005,hwDpsRevokeDueToLocal,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-27 11:07:48.380447,ACCESS-061,access,0x00F10062,hwPtpStandardTimeOffsetOver,Minor,equipmentAlarm,Raise,True,EP-0182
2026-01-27 11:08:49.208844,EDGE-025,edge,0x09360003,hwLacpPDUChange,Major,communicationsAlarm,Raise,False,
2026-01-27 11:10:01.680321,ACCESS-100,access,0x00010002,hwWholeFwdResThresholdExceed,Warning,qualityOfServiceAlarm,Clear,False,
2026-01-27 11:19:49.887932,ACCESS-114,access,0x00F10226,hwFlexEBwReduceAlarm,Major,equipmentAlarm,Raise,False,
2026-01-27 11:20:09.239383,ACCESS-065,access,0x00F103C6,hwDHCP6RelayUsrTblThresholdResume,Warning,qualityOfServiceAlarm,Clear,False,
2026-01-27 11:26:04.388925,ACCESS-033,access,0x00F1FF06,hwXsecPafExhaustAlarmResume,Major,communicationsAlarm,Clear,False,
2026-01-27 11:41:07.659250,ACCESS-099,access,0x00F1FF72,hwL3ucBoardNotSupportFunction,Warning,equipmentAlarm,Clear,False,
2026-01-27 11:50:02.284236,EDGE-012,edge,0x0AEB2025,hwAAAChasisIPv6AddressThresholdAlarm,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-27 11:53:11.983990,CORE-007,core,0x00F10096,isisLspSeqMaxReach,Critical,communicationsAlarm,Clear,True,EP-1973
2026-01-27 12:11:34.242610,ACCESS-114,access,0x08130054,hwBoardFail,Critical,equipmentAlarm,Clear,False,
2026-01-27 12:13:37.946113,ACCESS-087,access,0x00003457,hwL2vpnOamMep,Minor,communicationsAlarm,Clear,False,
2026-01-27 12:15:04.922182,ACCESS-087,access,0x095E2077,hwFwdComponentSmoothFailed,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-27 12:25:33.602792,ACCESS-084,access,0x09E02022,hwBaseSecApplicationL2LoopOcurred,Warning,equipmentAlarm,Clear,False,
2026-01-27 12:33:14.108502,ACCESS-038,access,0x08130090,hwB1TcaAlarm,Minor,communicationsAlarm,Clear,False,
2026-01-27 12:34:57.964425,ACCESS-102,access,0x00F1FEED,hwNatLogHostDetectUnAvailableAlarm,Major,communicationsAlarm,Raise,False,
2026-01-27 12:39:32.621192,ACCESS-084,access,0x00F104B8,hwOpticalAmplifierGainHigh,Critical,communicationsAlarm,Raise,False,
2026-01-27 12:45:12.355821,EDGE-025,edge,0x00F10351,hwCGNLicenseActiveSlotFailResumeAlarm,Major,qualityOfServiceAlarm,Clear,False,
2026-01-27 12:52:24.110938,EDGE-010,edge,0x00010052,hwMplsOamExcess,Minor,communicationsAlarm,Clear,False,
2026-01-27 13:01:18.989169,EDGE-025,edge,0x0813007F,hwLrdiAlarm,Minor,communicationsAlarm,Clear,False,
2026-01-27 13:02:06.920958,ACCESS-078,access,0x09AF000A,hwPTPRingFiberLengthChangeResume,Warning,equipmentAlarm,Clear,False,
2026-01-27 13:04:34.900748,EDGE-019,edge,0x00F1FF84,hwL3ucBoardNotSupportSASLICE,Warning,equipmentAlarm,Clear,True,EP-0589
2026-01-27 13:04:38.775362,ACCESS-084,access,0x09AF0006,hwClockSourceFailed,Warning,equipmentAlarm,Raise,True,EP-0723
2026-01-27 13:12:06.290029,ACCESS-084,access,0x09AF0003,hwClockSourceFreqCheckResume,Warning,equipmentAlarm,Clear,True,EP-0723
2026-01-27 13:13:14.962556,CORE-001,core,0x080121D5,hwBoardResetByCmd,Minor,equipmentAlarm,Clear,False,
2026-01-27 13:14:37.320175,ACCESS-087,access,0x082A2003,REMOTE_SYNC_CONFIG_FAILED,Major,communicationsAlarm,Raise,False,
2026-01-27 13:33:58.539503,ACCESS-087,access,0x00F104BB,hwCGNPCPPortUsageOfRdsExhaustAlarm,Major,communicationsAlarm,Clear,False,
2026-01-27 13:45:51.541366,ACCESS-114,access,0x00F10244,hwDamagedRunningPatchRecovered,Major,environmentalAlarm,Clear,False,
2026-01-27 13:47:42.585483,EDGE-025,edge,0x0AED2005,hwRadiusAuthServerDown,Warning,communicationsAlarm,Raise,False,
2026-01-27 13:50:03.035289,ACCESS-087,access,0x00F1005F,TWAMP_TWOWAY_JITTER,Warning,qualityOfServiceAlarm,Clear,False,
2026-01-27 13:58:26.753829,EDGE-025,edge,0x00F10508,hwMgmdBrasUserLimit,Major,qualityOfServiceAlarm,Raise,True,EP-1445
2026-01-27 14:16:14.906941,ACCESS-048,access,0x08132141,hwIfMonitorBadBytesErrorRising,Major,communicationsAlarm,Clear,False,
2026-01-27 14:23:15.979488,ACCESS-063,access,0x00F104CA,IFIT_MEASURE_FLOW_UNDER_LIMIT,Major,processingErrorAlarm,Clear,False,
2026-01-27 14:23:51.507828,ACCESS-118,access,0x0C9E2000,hwDevAntitheftLockTrap,Critical,equipmentAlarm,Clear,False,
2026-01-27 14:33:46.295225,ACCESS-063,access,0x09D72005,hwIpfpmOneDelayExceed,Major,qualityOfServiceAlarm,Clear,False,
2026-01-27 14:35:52.046550,ACCESS-087,access,0x0AEB201C,hwEDSGLicenseExpireAlarm,Warning,qualityOfServiceAlarm,Raise,False,
2026-01-27 14:39:37.592594,EDGE-015,edge,0x00F1037A,hwTunnelSubExceedClear,Major,communicationsAlarm,Clear,False,
2026-01-27 14:41:30.882965,ACCESS-087,access,0x00F103A9,hwCGNUserPortUseUpAlarm,Warning,communicationsAlarm,Clear,False,
